predictor,n,diagnosis,score_fun,score
stud.,902,SB,F1 score,0.8500000000000001
stud.,902,AF,Precision,0.7272727272727273
stud.,902,AF,Recall,1.0
stud.,902,AF,Specificity,0.993849938499385
stud.,902,AF,F1 score,0.8205128205128205
stud.,902,ST,Precision,0.9722222222222222
stud.,902,ST,Recall,0.9166666666666666
stud.,902,ST,Specificity,0.9987373737373737
stud.,902,ST,F1 score,0.925
stud.,903,1dAVb,Precision,0.7017543859649122
stud.,903,1dAVb,Recall,1.0
stud.,903,1dAVb,Specificity,0.9850374064837906
stud.,903,1dAVb,F1 score,0.8059701492537313
stud.,903,RBBB,Precision,0.9714285714285714
stud.,903,RBBB,Recall,1.0
stud.,903,RBBB,Specificity,0.998745294855709
stud.,903,RBBB,F1 score,0.9655172413793104
stud.,903,LBBB,Precision,1.0
stud.,903,LBBB,Recall,0.967741935483871
stud.,903,LBBB,Specificity,1.0
stud.,903,LBBB,F1 score,0.9615384615384615
stud.,903,SB,Precision,0.8888888888888888
stud.,903,SB,Recall,0.8888888888888888
stud.,903,SB,Specificity,0.9975490196078431
stud.,903,SB,F1 score,0.8510638297872342
stud.,903,AF,Precision,0.7307692307692307
stud.,903,AF,Recall,1.0
stud.,903,AF,Specificity,0.993849938499385
stud.,903,AF,F1 score,0.8235294117647058
stud.,903,ST,Precision,0.9722222222222222
stud.,903,ST,Recall,0.9183673469387755
stud.,903,ST,Specificity,0.9987389659520807
stud.,903,ST,F1 score,0.925
stud.,904,1dAVb,Precision,0.7017543859649122
stud.,904,1dAVb,Recall,1.0
stud.,904,1dAVb,Specificity,0.9850374064837906
stud.,904,1dAVb,F1 score,0.8064516129032258
stud.,904,RBBB,Precision,0.9714285714285714
stud.,904,RBBB,Recall,1.0
stud.,904,RBBB,Specificity,0.998745294855709
stud.,904,RBBB,F1 score,0.9666666666666666
stud.,904,LBBB,Precision,1.0
stud.,904,LBBB,Recall,0.967741935483871
stud.,904,LBBB,Specificity,1.0
stud.,904,LBBB,F1 score,0.9615384615384615
stud.,904,SB,Precision,0.8888888888888888
stud.,904,SB,Recall,0.8888888888888888
stud.,904,SB,Specificity,0.9975490196078431
stud.,904,SB,F1 score,0.8571428571428571
stud.,904,AF,Precision,0.7307692307692307
stud.,904,AF,Recall,1.0
stud.,904,AF,Specificity,0.993849938499385
stud.,904,AF,F1 score,0.8235294117647058
stud.,904,ST,Precision,0.9722222222222222
stud.,904,ST,Recall,0.918918918918919
stud.,904,ST,Specificity,0.9987389659520807
stud.,904,ST,F1 score,0.9253731343283583
stud.,905,1dAVb,Precision,0.7027027027027027
stud.,905,1dAVb,Recall,1.0
stud.,905,1dAVb,Specificity,0.9850560398505604
stud.,905,1dAVb,F1 score,0.8080808080808081
stud.,905,RBBB,Precision,0.9714285714285714
stud.,905,RBBB,Recall,1.0
stud.,905,RBBB,Specificity,0.998745294855709
stud.,905,RBBB,F1 score,0.9666666666666666
stud.,905,LBBB,Precision,1.0
stud.,905,LBBB,Recall,0.967741935483871
stud.,905,LBBB,Specificity,1.0
stud.,905,LBBB,F1 score,0.9615384615384615
stud.,905,SB,Precision,0.8947368421052632
stud.,905,SB,Recall,0.8888888888888888
stud.,905,SB,Specificity,0.9975490196078431
stud.,905,SB,F1 score,0.8571428571428571
stud.,905,AF,Precision,0.7307692307692307
stud.,905,AF,Recall,1.0
stud.,905,AF,Specificity,0.993849938499385
stud.,905,AF,F1 score,0.8235294117647058
stud.,905,ST,Precision,0.9722222222222222
stud.,905,ST,Recall,0.918918918918919
stud.,905,ST,Specificity,0.9987389659520807
stud.,905,ST,F1 score,0.9253731343283583
stud.,906,1dAVb,Precision,0.7027027027027027
stud.,906,1dAVb,Recall,1.0
stud.,906,1dAVb,Specificity,0.9850560398505604
stud.,906,1dAVb,F1 score,0.8080808080808081
stud.,906,RBBB,Precision,0.9714285714285714
stud.,906,RBBB,Recall,1.0
stud.,906,RBBB,Specificity,0.998745294855709
stud.,906,RBBB,F1 score,0.9666666666666666
stud.,906,LBBB,Precision,1.0
stud.,906,LBBB,Recall,0.96875
stud.,906,LBBB,Specificity,1.0
stud.,906,LBBB,F1 score,0.9615384615384616
stud.,906,SB,Precision,0.8947368421052632
stud.,906,SB,Recall,0.8888888888888888
stud.,906,SB,Specificity,0.9975520195838433
stud.,906,SB,F1 score,0.8571428571428571
stud.,906,AF,Precision,0.7307692307692307
stud.,906,AF,Recall,1.0
stud.,906,AF,Specificity,0.993849938499385
stud.,906,AF,F1 score,0.8235294117647058
stud.,906,ST,Precision,0.9722222222222222
stud.,906,ST,Recall,0.918918918918919
stud.,906,ST,Specificity,0.9987389659520807
stud.,906,ST,F1 score,0.9263157894736842
stud.,907,1dAVb,Precision,0.7027027027027027
stud.,907,1dAVb,Recall,1.0
stud.,907,1dAVb,Specificity,0.9850560398505604
stud.,907,1dAVb,F1 score,0.8089887640449438
stud.,907,RBBB,Precision,0.9722222222222222
stud.,907,RBBB,Recall,1.0
stud.,907,RBBB,Specificity,0.9987468671679198
stud.,907,RBBB,F1 score,0.9666666666666666
stud.,907,LBBB,Precision,1.0
stud.,907,LBBB,Recall,0.96875
stud.,907,LBBB,Specificity,1.0
stud.,907,LBBB,F1 score,0.9615384615384616
stud.,907,SB,Precision,0.8947368421052632
stud.,907,SB,Recall,0.8888888888888888
stud.,907,SB,Specificity,0.9975520195838433
stud.,907,SB,F1 score,0.8571428571428571
stud.,907,AF,Precision,0.7307692307692307
stud.,907,AF,Recall,1.0
stud.,907,AF,Specificity,0.9938574938574939
stud.,907,AF,F1 score,0.8235294117647058
stud.,907,ST,Precision,0.9722222222222222
stud.,907,ST,Recall,0.918918918918919
stud.,907,ST,Specificity,0.9987389659520807
stud.,907,ST,F1 score,0.9268292682926829
stud.,908,1dAVb,Precision,0.7027027027027027
stud.,908,1dAVb,Recall,1.0
stud.,908,1dAVb,Specificity,0.9850746268656716
stud.,908,1dAVb,F1 score,0.8089887640449439
stud.,908,RBBB,Precision,0.9722222222222222
stud.,908,RBBB,Recall,1.0
stud.,908,RBBB,Specificity,0.9987468671679198
stud.,908,RBBB,F1 score,0.9666666666666667
stud.,908,LBBB,Precision,1.0
stud.,908,LBBB,Recall,0.96875
stud.,908,LBBB,Specificity,1.0
stud.,908,LBBB,F1 score,0.9615384615384616
stud.,908,SB,Precision,0.8947368421052632
stud.,908,SB,Recall,0.8888888888888888
stud.,908,SB,Specificity,0.9975550122249389
stud.,908,SB,F1 score,0.8571428571428571
stud.,908,AF,Precision,0.7307692307692307
stud.,908,AF,Recall,1.0
stud.,908,AF,Specificity,0.9938574938574939
stud.,908,AF,F1 score,0.8235294117647058
stud.,908,ST,Precision,0.972972972972973
stud.,908,ST,Recall,0.918918918918919
stud.,908,ST,Specificity,0.9987389659520807
stud.,908,ST,F1 score,0.9275362318840579
stud.,909,1dAVb,Precision,0.7027027027027027
stud.,909,1dAVb,Recall,1.0
stud.,909,1dAVb,Specificity,0.9850746268656716
stud.,909,1dAVb,F1 score,0.8089887640449439
stud.,909,RBBB,Precision,0.9722222222222222
stud.,909,RBBB,Recall,1.0
stud.,909,RBBB,Specificity,0.9987468671679198
stud.,909,RBBB,F1 score,0.9666666666666667
stud.,909,LBBB,Precision,1.0
stud.,909,LBBB,Recall,0.96875
stud.,909,LBBB,Specificity,1.0
stud.,909,LBBB,F1 score,0.9615384615384616
stud.,909,SB,Precision,0.9
stud.,909,SB,Recall,0.8888888888888888
stud.,909,SB,Specificity,0.9975550122249389
stud.,909,SB,F1 score,0.8571428571428571
stud.,909,AF,Precision,0.7333333333333333
stud.,909,AF,Recall,1.0
stud.,909,AF,Specificity,0.9938574938574939
stud.,909,AF,F1 score,0.8235294117647058
stud.,909,ST,Precision,0.972972972972973
stud.,909,ST,Recall,0.918918918918919
stud.,909,ST,Specificity,0.9987389659520807
stud.,909,ST,F1 score,0.927536231884058
stud.,910,1dAVb,Precision,0.7037037037037037
stud.,910,1dAVb,Recall,1.0
stud.,910,1dAVb,Specificity,0.9850931677018634
stud.,910,1dAVb,F1 score,0.810126582278481
stud.,910,RBBB,Precision,0.9722222222222222
stud.,910,RBBB,Recall,1.0
stud.,910,RBBB,Specificity,0.9987468671679198
stud.,910,RBBB,F1 score,0.9666666666666667
stud.,910,LBBB,Precision,1.0
stud.,910,LBBB,Recall,0.96875
stud.,910,LBBB,Specificity,1.0
stud.,910,LBBB,F1 score,0.9615384615384616
stud.,910,SB,Precision,0.9
stud.,910,SB,Recall,0.8888888888888888
stud.,910,SB,Specificity,0.9975550122249389
stud.,910,SB,F1 score,0.8571428571428571
stud.,910,AF,Precision,0.7333333333333333
stud.,910,AF,Recall,1.0
stud.,910,AF,Specificity,0.9938574938574939
stud.,910,AF,F1 score,0.8235294117647058
stud.,910,ST,Precision,0.972972972972973
stud.,910,ST,Recall,0.918918918918919
stud.,910,ST,Specificity,0.9987405541561712
stud.,910,ST,F1 score,0.927536231884058
stud.,911,1dAVb,Precision,0.7037037037037037
stud.,911,1dAVb,Recall,1.0
stud.,911,1dAVb,Specificity,0.9851116625310173
stud.,911,1dAVb,F1 score,0.8101265822784811
stud.,911,RBBB,Precision,0.9722222222222222
stud.,911,RBBB,Recall,1.0
stud.,911,RBBB,Specificity,0.9987468671679198
stud.,911,RBBB,F1 score,0.967741935483871
stud.,911,LBBB,Precision,1.0
stud.,911,LBBB,Recall,0.96875
stud.,911,LBBB,Specificity,1.0
stud.,911,LBBB,F1 score,0.9615384615384616
stud.,911,SB,Precision,0.9
stud.,911,SB,Recall,0.8947368421052632
stud.,911,SB,Specificity,0.9975550122249389
stud.,911,SB,F1 score,0.8571428571428571
stud.,911,AF,Precision,0.7333333333333333
stud.,911,AF,Recall,1.0
stud.,911,AF,Specificity,0.9938574938574939
stud.,911,AF,F1 score,0.823529411764706
stud.,911,ST,Precision,0.972972972972973
stud.,911,ST,Recall,0.92
stud.,911,ST,Specificity,0.9987405541561712
stud.,911,ST,F1 score,0.9278350515463918
stud.,912,1dAVb,Precision,0.7045454545454546
stud.,912,1dAVb,Recall,1.0
stud.,912,1dAVb,Specificity,0.9851485148514851
stud.,912,1dAVb,F1 score,0.8108108108108109
stud.,912,RBBB,Precision,0.9722222222222222
stud.,912,RBBB,Recall,1.0
stud.,912,RBBB,Specificity,0.9987468671679198
stud.,912,RBBB,F1 score,0.967741935483871
stud.,912,LBBB,Precision,1.0
stud.,912,LBBB,Recall,0.96875
stud.,912,LBBB,Specificity,1.0
stud.,912,LBBB,F1 score,0.9620253164556962
stud.,912,SB,Precision,0.9
stud.,912,SB,Recall,0.8947368421052632
stud.,912,SB,Specificity,0.9975579975579976
stud.,912,SB,F1 score,0.8571428571428571
stud.,912,AF,Precision,0.7333333333333333
stud.,912,AF,Recall,1.0
stud.,912,AF,Specificity,0.9938574938574939
stud.,912,AF,F1 score,0.8260869565217391
stud.,912,ST,Precision,0.972972972972973
stud.,912,ST,Recall,0.92
stud.,912,ST,Specificity,0.9987405541561712
stud.,912,ST,F1 score,0.9285714285714286
stud.,913,1dAVb,Precision,0.7045454545454546
stud.,913,1dAVb,Recall,1.0
stud.,913,1dAVb,Specificity,0.9860759493670886
stud.,913,1dAVb,F1 score,0.8108108108108109
stud.,913,RBBB,Precision,0.9722222222222222
stud.,913,RBBB,Recall,1.0
stud.,913,RBBB,Specificity,0.9987468671679198
stud.,913,RBBB,F1 score,0.967741935483871
stud.,913,LBBB,Precision,1.0
stud.,913,LBBB,Recall,0.96875
stud.,913,LBBB,Specificity,1.0
stud.,913,LBBB,F1 score,0.9620253164556963
stud.,913,SB,Precision,0.9
stud.,913,SB,Recall,0.8947368421052632
stud.,913,SB,Specificity,0.997563946406821
stud.,913,SB,F1 score,0.8571428571428571
stud.,913,AF,Precision,0.7333333333333333
stud.,913,AF,Recall,1.0
stud.,913,AF,Specificity,0.9938574938574939
stud.,913,AF,F1 score,0.8260869565217392
stud.,913,ST,Precision,0.972972972972973
stud.,913,ST,Recall,0.92
stud.,913,ST,Specificity,0.9987405541561712
stud.,913,ST,F1 score,0.9295774647887323
stud.,914,1dAVb,Precision,0.7045454545454546
stud.,914,1dAVb,Recall,1.0
stud.,914,1dAVb,Specificity,0.9860759493670886
stud.,914,1dAVb,F1 score,0.8113207547169811
stud.,914,RBBB,Precision,0.9722222222222222
stud.,914,RBBB,Recall,1.0
stud.,914,RBBB,Specificity,0.9987468671679198
stud.,914,RBBB,F1 score,0.96875
stud.,914,LBBB,Precision,1.0
stud.,914,LBBB,Recall,0.9696969696969697
stud.,914,LBBB,Specificity,1.0
stud.,914,LBBB,F1 score,0.9629629629629629
stud.,914,SB,Precision,0.9
stud.,914,SB,Recall,0.8947368421052632
stud.,914,SB,Specificity,0.9987546699875467
stud.,914,SB,F1 score,0.8571428571428571
stud.,914,AF,Precision,0.7333333333333333
stud.,914,AF,Recall,1.0
stud.,914,AF,Specificity,0.9938650306748467
stud.,914,AF,F1 score,0.8275862068965517
stud.,914,ST,Precision,0.972972972972973
stud.,914,ST,Recall,0.92
stud.,914,ST,Specificity,0.9987405541561712
stud.,914,ST,F1 score,0.9295774647887323
stud.,915,1dAVb,Precision,0.7058823529411765
stud.,915,1dAVb,Recall,1.0
stud.,915,1dAVb,Specificity,0.9860935524652339
stud.,915,1dAVb,F1 score,0.8115942028985508
stud.,915,RBBB,Precision,0.972972972972973
stud.,915,RBBB,Recall,1.0
stud.,915,RBBB,Specificity,0.9987468671679198
stud.,915,RBBB,F1 score,0.96875
stud.,915,LBBB,Precision,1.0
stud.,915,LBBB,Recall,0.9696969696969697
stud.,915,LBBB,Specificity,1.0
stud.,915,LBBB,F1 score,0.9629629629629629
stud.,915,SB,Precision,0.9
stud.,915,SB,Recall,0.8947368421052632
stud.,915,SB,Specificity,0.9987562189054726
stud.,915,SB,F1 score,0.8571428571428571
stud.,915,AF,Precision,0.7333333333333333
stud.,915,AF,Recall,1.0
stud.,915,AF,Specificity,0.9938650306748467
stud.,915,AF,F1 score,0.8275862068965517
stud.,915,ST,Precision,0.972972972972973
stud.,915,ST,Recall,0.9210526315789473
stud.,915,ST,Specificity,0.9987405541561712
stud.,915,ST,F1 score,0.9295774647887323
stud.,916,1dAVb,Precision,0.7058823529411765
stud.,916,1dAVb,Recall,1.0
stud.,916,1dAVb,Specificity,0.9861286254728878
stud.,916,1dAVb,F1 score,0.8115942028985508
stud.,916,RBBB,Precision,0.972972972972973
stud.,916,RBBB,Recall,1.0
stud.,916,RBBB,Specificity,0.9987468671679198
stud.,916,RBBB,F1 score,0.96875
stud.,916,LBBB,Precision,1.0
stud.,916,LBBB,Recall,0.9696969696969697
stud.,916,LBBB,Specificity,1.0
stud.,916,LBBB,F1 score,0.9629629629629629
stud.,916,SB,Precision,0.9
stud.,916,SB,Recall,0.8947368421052632
stud.,916,SB,Specificity,0.9987562189054726
stud.,916,SB,F1 score,0.8571428571428571
stud.,916,AF,Precision,0.7333333333333333
stud.,916,AF,Recall,1.0
stud.,916,AF,Specificity,0.9938650306748467
stud.,916,AF,F1 score,0.8275862068965517
stud.,916,ST,Precision,0.9736842105263158
stud.,916,ST,Recall,0.9210526315789473
stud.,916,ST,Specificity,0.9987421383647799
stud.,916,ST,F1 score,0.9295774647887325
stud.,917,1dAVb,Precision,0.7058823529411765
stud.,917,1dAVb,Recall,1.0
stud.,917,1dAVb,Specificity,0.9861460957178841
stud.,917,1dAVb,F1 score,0.8125
stud.,917,RBBB,Precision,0.972972972972973
stud.,917,RBBB,Recall,1.0
stud.,917,RBBB,Specificity,0.9987484355444305
stud.,917,RBBB,F1 score,0.96875
stud.,917,LBBB,Precision,1.0
stud.,917,LBBB,Recall,0.9696969696969697
stud.,917,LBBB,Specificity,1.0
stud.,917,LBBB,F1 score,0.9629629629629629
stud.,917,SB,Precision,0.9
stud.,917,SB,Recall,0.9
stud.,917,SB,Specificity,0.9987577639751553
stud.,917,SB,F1 score,0.8571428571428572
stud.,917,AF,Precision,0.7333333333333333
stud.,917,AF,Recall,1.0
stud.,917,AF,Specificity,0.9938650306748467
stud.,917,AF,F1 score,0.8275862068965517
stud.,917,ST,Precision,0.9736842105263158
stud.,917,ST,Recall,0.9210526315789473
stud.,917,ST,Specificity,0.9987421383647799
stud.,917,ST,F1 score,0.9295774647887325
stud.,918,1dAVb,Precision,0.7058823529411765
stud.,918,1dAVb,Recall,1.0
stud.,918,1dAVb,Specificity,0.9861460957178841
stud.,918,1dAVb,F1 score,0.8125
stud.,918,RBBB,Precision,0.972972972972973
stud.,918,RBBB,Recall,1.0
stud.,918,RBBB,Specificity,0.9987484355444305
stud.,918,RBBB,F1 score,0.96875
stud.,918,LBBB,Precision,1.0
stud.,918,LBBB,Recall,0.9696969696969697
stud.,918,LBBB,Specificity,1.0
stud.,918,LBBB,F1 score,0.9629629629629629
stud.,918,SB,Precision,0.9
stud.,918,SB,Recall,0.9
stud.,918,SB,Specificity,0.9987577639751553
stud.,918,SB,F1 score,0.8571428571428572
stud.,918,AF,Precision,0.7333333333333333
stud.,918,AF,Recall,1.0
stud.,918,AF,Specificity,0.9938650306748467
stud.,918,AF,F1 score,0.8275862068965517
stud.,918,ST,Precision,0.9736842105263158
stud.,918,ST,Recall,0.9210526315789473
stud.,918,ST,Specificity,0.9987421383647799
stud.,918,ST,F1 score,0.9302325581395349
stud.,919,1dAVb,Precision,0.7058823529411765
stud.,919,1dAVb,Recall,1.0
stud.,919,1dAVb,Specificity,0.9861635220125786
stud.,919,1dAVb,F1 score,0.8131868131868132
stud.,919,RBBB,Precision,0.972972972972973
stud.,919,RBBB,Recall,1.0
stud.,919,RBBB,Specificity,0.9987484355444305
stud.,919,RBBB,F1 score,0.96875
stud.,919,LBBB,Precision,1.0
stud.,919,LBBB,Recall,0.9696969696969697
stud.,919,LBBB,Specificity,1.0
stud.,919,LBBB,F1 score,0.9629629629629629
stud.,919,SB,Precision,0.9
stud.,919,SB,Recall,0.9
stud.,919,SB,Specificity,0.9987593052109182
stud.,919,SB,F1 score,0.8571428571428572
stud.,919,AF,Precision,0.7368421052631579
stud.,919,AF,Recall,1.0
stud.,919,AF,Specificity,0.9938725490196079
stud.,919,AF,F1 score,0.8275862068965517
stud.,919,ST,Precision,0.9736842105263158
stud.,919,ST,Recall,0.9210526315789473
stud.,919,ST,Specificity,0.9987421383647799
stud.,919,ST,F1 score,0.9302325581395349
stud.,920,1dAVb,Precision,0.7073170731707317
stud.,920,1dAVb,Recall,1.0
stud.,920,1dAVb,Specificity,0.9861635220125786
stud.,920,1dAVb,F1 score,0.8131868131868132
stud.,920,RBBB,Precision,0.972972972972973
stud.,920,RBBB,Recall,1.0
stud.,920,RBBB,Specificity,0.9987484355444305
stud.,920,RBBB,F1 score,0.96875
stud.,920,LBBB,Precision,1.0
stud.,920,LBBB,Recall,0.9696969696969697
stud.,920,LBBB,Specificity,1.0
stud.,920,LBBB,F1 score,0.9629629629629629
stud.,920,SB,Precision,0.9
stud.,920,SB,Recall,0.9
stud.,920,SB,Specificity,0.9987593052109182
stud.,920,SB,F1 score,0.8571428571428572
stud.,920,AF,Precision,0.7368421052631579
stud.,920,AF,Recall,1.0
stud.,920,AF,Specificity,0.9938725490196079
stud.,920,AF,F1 score,0.8292682926829268
stud.,920,ST,Precision,0.9736842105263158
stud.,920,ST,Recall,0.9230769230769231
stud.,920,ST,Specificity,0.9987437185929648
stud.,920,ST,F1 score,0.9310344827586207
stud.,921,1dAVb,Precision,0.7073170731707317
stud.,921,1dAVb,Recall,1.0
stud.,921,1dAVb,Specificity,0.9861635220125786
stud.,921,1dAVb,F1 score,0.8135593220338982
stud.,921,RBBB,Precision,0.9736842105263158
stud.,921,RBBB,Recall,1.0
stud.,921,RBBB,Specificity,0.9987484355444305
stud.,921,RBBB,F1 score,0.96875
stud.,921,LBBB,Precision,1.0
stud.,921,LBBB,Recall,0.9696969696969697
stud.,921,LBBB,Specificity,1.0
stud.,921,LBBB,F1 score,0.962962962962963
stud.,921,SB,Precision,0.9047619047619048
stud.,921,SB,Recall,0.9
stud.,921,SB,Specificity,0.9987593052109182
stud.,921,SB,F1 score,0.8571428571428572
stud.,921,AF,Precision,0.7368421052631579
stud.,921,AF,Recall,1.0
stud.,921,AF,Specificity,0.9938725490196079
stud.,921,AF,F1 score,0.8292682926829268
stud.,921,ST,Precision,0.9736842105263158
stud.,921,ST,Recall,0.9230769230769231
stud.,921,ST,Specificity,0.9987437185929648
stud.,921,ST,F1 score,0.9310344827586207
stud.,922,1dAVb,Precision,0.7083333333333334
stud.,922,1dAVb,Recall,1.0
stud.,922,1dAVb,Specificity,0.9861809045226131
stud.,922,1dAVb,F1 score,0.8135593220338982
stud.,922,RBBB,Precision,0.9736842105263158
stud.,922,RBBB,Recall,1.0
stud.,922,RBBB,Specificity,0.9987484355444305
stud.,922,RBBB,F1 score,0.96875
stud.,922,LBBB,Precision,1.0
stud.,922,LBBB,Recall,0.9696969696969697
stud.,922,LBBB,Specificity,1.0
stud.,922,LBBB,F1 score,0.962962962962963
stud.,922,SB,Precision,0.9047619047619048
stud.,922,SB,Recall,0.9
stud.,922,SB,Specificity,0.9987593052109182
stud.,922,SB,F1 score,0.8571428571428572
stud.,922,AF,Precision,0.7368421052631579
stud.,922,AF,Recall,1.0
stud.,922,AF,Specificity,0.9938725490196079
stud.,922,AF,F1 score,0.8292682926829269
stud.,922,ST,Precision,0.9743589743589743
stud.,922,ST,Recall,0.925
stud.,922,ST,Specificity,0.9987437185929648
stud.,922,ST,F1 score,0.9315068493150684
stud.,923,1dAVb,Precision,0.7083333333333334
stud.,923,1dAVb,Recall,1.0
stud.,923,1dAVb,Specificity,0.9861809045226131
stud.,923,1dAVb,F1 score,0.8148148148148148
stud.,923,RBBB,Precision,0.9736842105263158
stud.,923,RBBB,Recall,1.0
stud.,923,RBBB,Specificity,0.9987484355444305
stud.,923,RBBB,F1 score,0.9696969696969697
stud.,923,LBBB,Precision,1.0
stud.,923,LBBB,Recall,0.9696969696969697
stud.,923,LBBB,Specificity,1.0
stud.,923,LBBB,F1 score,0.963855421686747
stud.,923,SB,Precision,0.9090909090909091
stud.,923,SB,Recall,0.9
stud.,923,SB,Specificity,0.9987593052109182
stud.,923,SB,F1 score,0.8571428571428572
stud.,923,AF,Precision,0.7368421052631579
stud.,923,AF,Recall,1.0
stud.,923,AF,Specificity,0.9938725490196079
stud.,923,AF,F1 score,0.8292682926829269
stud.,923,ST,Precision,0.9743589743589743
stud.,923,ST,Recall,0.925
stud.,923,ST,Specificity,0.9987437185929648
stud.,923,ST,F1 score,0.9315068493150684
stud.,924,1dAVb,Precision,0.7105263157894737
stud.,924,1dAVb,Recall,1.0
stud.,924,1dAVb,Specificity,0.986198243412798
stud.,924,1dAVb,F1 score,0.8148148148148148
stud.,924,RBBB,Precision,0.9736842105263158
stud.,924,RBBB,Recall,1.0
stud.,924,RBBB,Specificity,0.99875
stud.,924,RBBB,F1 score,0.9696969696969697
stud.,924,LBBB,Precision,1.0
stud.,924,LBBB,Recall,0.9705882352941176
stud.,924,LBBB,Specificity,1.0
stud.,924,LBBB,F1 score,0.9642857142857143
stud.,924,SB,Precision,0.9090909090909091
stud.,924,SB,Recall,0.9
stud.,924,SB,Specificity,0.9987593052109182
stud.,924,SB,F1 score,0.8636363636363635
stud.,924,AF,Precision,0.7368421052631579
stud.,924,AF,Recall,1.0
stud.,924,AF,Specificity,0.9938725490196079
stud.,924,AF,F1 score,0.8292682926829269
stud.,924,ST,Precision,0.9743589743589743
stud.,924,ST,Recall,0.925
stud.,924,ST,Specificity,0.9987437185929648
stud.,924,ST,F1 score,0.9315068493150684
stud.,925,1dAVb,Precision,0.7105263157894737
stud.,925,1dAVb,Recall,1.0
stud.,925,1dAVb,Specificity,0.9862155388471178
stud.,925,1dAVb,F1 score,0.8157894736842105
stud.,925,RBBB,Precision,0.9743589743589743
stud.,925,RBBB,Recall,1.0
stud.,925,RBBB,Specificity,0.99875
stud.,925,RBBB,F1 score,0.9696969696969697
stud.,925,LBBB,Precision,1.0
stud.,925,LBBB,Recall,0.9705882352941176
stud.,925,LBBB,Specificity,1.0
stud.,925,LBBB,F1 score,0.9642857142857143
stud.,925,SB,Precision,0.9090909090909091
stud.,925,SB,Recall,0.9
stud.,925,SB,Specificity,0.9987593052109182
stud.,925,SB,F1 score,0.8636363636363636
stud.,925,AF,Precision,0.7368421052631579
stud.,925,AF,Recall,1.0
stud.,925,AF,Specificity,0.9938800489596084
stud.,925,AF,F1 score,0.8292682926829269
stud.,925,ST,Precision,0.9743589743589743
stud.,925,ST,Recall,0.925
stud.,925,ST,Specificity,0.9987437185929648
stud.,925,ST,F1 score,0.9318181818181819
stud.,926,1dAVb,Precision,0.7105263157894737
stud.,926,1dAVb,Recall,1.0
stud.,926,1dAVb,Specificity,0.9862155388471178
stud.,926,1dAVb,F1 score,0.8157894736842105
stud.,926,RBBB,Precision,0.9743589743589743
stud.,926,RBBB,Recall,1.0
stud.,926,RBBB,Specificity,0.99875
stud.,926,RBBB,F1 score,0.9696969696969697
stud.,926,LBBB,Precision,1.0
stud.,926,LBBB,Recall,0.9714285714285714
stud.,926,LBBB,Specificity,1.0
stud.,926,LBBB,F1 score,0.9642857142857143
stud.,926,SB,Precision,0.9090909090909091
stud.,926,SB,Recall,0.9
stud.,926,SB,Specificity,0.9987608426270136
stud.,926,SB,F1 score,0.8648648648648648
stud.,926,AF,Precision,0.7368421052631579
stud.,926,AF,Recall,1.0
stud.,926,AF,Specificity,0.9938800489596084
stud.,926,AF,F1 score,0.8292682926829269
stud.,926,ST,Precision,0.9743589743589743
stud.,926,ST,Recall,0.9259259259259259
stud.,926,ST,Specificity,0.998745294855709
stud.,926,ST,F1 score,0.9333333333333332
stud.,927,1dAVb,Precision,0.7105263157894737
stud.,927,1dAVb,Recall,1.0
stud.,927,1dAVb,Specificity,0.986232790988736
stud.,927,1dAVb,F1 score,0.8157894736842105
stud.,927,RBBB,Precision,0.9743589743589743
stud.,927,RBBB,Recall,1.0
stud.,927,RBBB,Specificity,0.99875
stud.,927,RBBB,F1 score,0.9696969696969697
stud.,927,LBBB,Precision,1.0
stud.,927,LBBB,Recall,0.9714285714285714
stud.,927,LBBB,Specificity,1.0
stud.,927,LBBB,F1 score,0.9642857142857143
stud.,927,SB,Precision,0.9090909090909091
stud.,927,SB,Recall,0.9047619047619048
stud.,927,SB,Specificity,0.9987608426270136
stud.,927,SB,F1 score,0.8648648648648649
stud.,927,AF,Precision,0.7391304347826086
stud.,927,AF,Recall,1.0
stud.,927,AF,Specificity,0.9938800489596084
stud.,927,AF,F1 score,0.8301886792452831
stud.,927,ST,Precision,0.975
stud.,927,ST,Recall,0.9259259259259259
stud.,927,ST,Specificity,0.998745294855709
stud.,927,ST,F1 score,0.9333333333333332
stud.,928,1dAVb,Precision,0.7111111111111111
stud.,928,1dAVb,Recall,1.0
stud.,928,1dAVb,Specificity,0.986232790988736
stud.,928,1dAVb,F1 score,0.8157894736842106
stud.,928,RBBB,Precision,0.975
stud.,928,RBBB,Recall,1.0
stud.,928,RBBB,Specificity,0.99875
stud.,928,RBBB,F1 score,0.9696969696969697
stud.,928,LBBB,Precision,1.0
stud.,928,LBBB,Recall,0.9714285714285714
stud.,928,LBBB,Specificity,1.0
stud.,928,LBBB,F1 score,0.9642857142857143
stud.,928,SB,Precision,0.9090909090909091
stud.,928,SB,Recall,0.9047619047619048
stud.,928,SB,Specificity,0.9987608426270136
stud.,928,SB,F1 score,0.8648648648648649
stud.,928,AF,Precision,0.7391304347826086
stud.,928,AF,Recall,1.0
stud.,928,AF,Specificity,0.9938800489596084
stud.,928,AF,F1 score,0.8333333333333333
stud.,928,ST,Precision,0.975
stud.,928,ST,Recall,0.926829268292683
stud.,928,ST,Specificity,0.998745294855709
